,symbol,special_type,shenwan_industry,status
603701.XSHG,德宏股份,Normal,801880.INDX,Active
600834.XSHG,申通地铁,Normal,801170.INDX,Active
002860.XSHE,星帅尔,Normal,801110.INDX,Active
600919.XSHG,江苏银行,Normal,801780.INDX,Active
600330.XSHG,天通股份,Normal,801050.INDX,Active
002837.XSHE,英维克,Normal,801890.INDX,Active
600556.XSHG,ST慧球,ST,801230.INDX,Active
603690.XSHG,至纯科技,Normal,801890.INDX,Active
601019.XSHG,山东出版,Normal,801760.INDX,Active
603989.XSHG,艾华集团,Normal,801080.INDX,Active
002513.XSHE,蓝丰生化,Normal,801030.INDX,Active
600107.XSHG,美尔雅,Normal,801130.INDX,Active
601968.XSHG,宝钢包装,Normal,801140.INDX,Active
603199.XSHG,九华旅游,Normal,801210.INDX,Active
300371.XSHE,汇中股份,Normal,801890.INDX,Active
002442.XSHE,龙星化工,Normal,801030.INDX,Active
603169.XSHG,兰石重装,Normal,801890.INDX,Active
002550.XSHE,千红制药,Normal,801150.INDX,Active
601258.XSHG,庞大集团,Normal,801880.INDX,Active
002366.XSHE,台海核电,Normal,801890.INDX,Active
002478.XSHE,常宝股份,Normal,801040.INDX,Active
600400.XSHG,红豆股份,Normal,801130.INDX,Active
603916.XSHG,苏博特,Normal,801030.INDX,Active
600277.XSHG,亿利洁能,Normal,801030.INDX,Active
002447.XSHE,晨鑫科技,Normal,801760.INDX,Active
300019.XSHE,硅宝科技,Normal,801030.INDX,Active
603060.XSHG,国检集团,Normal,801230.INDX,Active
300515.XSHE,三德科技,Normal,801890.INDX,Active
002025.XSHE,航天电器,Normal,801080.INDX,Active
300394.XSHE,天孚通信,Normal,801770.INDX,Active
000030.XSHE,富奥股份,Normal,801880.INDX,Active
000716.XSHE,黑芝麻,Normal,801120.INDX,Active
300624.XSHE,万兴科技,Normal,801750.INDX,Active
601368.XSHG,绿城水务,Normal,801160.INDX,Active
300216.XSHE,千山药机,Normal,801150.INDX,Active
002483.XSHE,润邦股份,Normal,801890.INDX,Active
600594.XSHG,益佰制药,Normal,801150.INDX,Active
002163.XSHE,中航三鑫,Normal,801710.INDX,Active
002182.XSHE,云海金属,Normal,801050.INDX,Active
600763.XSHG,通策医疗,Normal,801150.INDX,Active
300184.XSHE,力源信息,Normal,801080.INDX,Active
000553.XSHE,沙隆达A,Normal,801030.INDX,Active
300341.XSHE,麦迪电气,Normal,801890.INDX,Active
002848.XSHE,高斯贝尔,Normal,801110.INDX,Active
603601.XSHG,再升科技,Normal,801030.INDX,Active
000739.XSHE,普洛药业,Normal,801150.INDX,Active
002873.XSHE,新天药业,Normal,801150.INDX,Active
600267.XSHG,海正药业,Normal,801150.INDX,Active
300156.XSHE,神雾环保,Normal,801160.INDX,Active
002257.XSHE,立立电子,Normal,,UNKNOWN
600780.XSHG,通宝能源,Normal,801160.INDX,Active
000962.XSHE,东方钽业,Normal,801050.INDX,Active
600255.XSHG,梦舟股份,Normal,801050.INDX,Active
300249.XSHE,依米康,Normal,801110.INDX,Active
600631.XSHG,百联股份(已合并),Normal,,Delisted
300155.XSHE,安居宝,Normal,801750.INDX,Active
601107.XSHG,四川成渝,Normal,801170.INDX,Active
300726.XSHE,宏达电子,Normal,801080.INDX,Active
000612.XSHE,焦作万方,Normal,801050.INDX,Active
000157.XSHE,中联重科,Normal,801890.INDX,Active
002127.XSHE,南极电商,Normal,801200.INDX,Active
002411.XSHE,必康股份,Normal,801150.INDX,Active
600992.XSHG,贵绳股份,Normal,801890.INDX,Active
300200.XSHE,高盟新材,Normal,801030.INDX,Active
002746.XSHE,仙坛股份,Normal,801010.INDX,Active
603099.XSHG,长白山,Normal,801210.INDX,Active
300337.XSHE,银邦股份,Normal,801050.INDX,Active
600960.XSHG,渤海汽车,Normal,801880.INDX,Active
603937.XSHG,丽岛新材,Normal,801710.INDX,Active
002857.XSHE,三晖电气,Normal,801890.INDX,Active
002500.XSHE,山西证券,Normal,801790.INDX,Active
002736.XSHE,国信证券,Normal,801790.INDX,Active
000533.XSHE,万家乐,Normal,801110.INDX,Active
600597.XSHG,光明乳业,Normal,801120.INDX,Active
000950.XSHE,*ST建峰,StarST,801030.INDX,TemporarySuspended
002245.XSHE,澳洋顺昌,Normal,801170.INDX,Active
300294.XSHE,博雅生物,Normal,801150.INDX,Active
600386.XSHG,北巴传媒,Normal,801760.INDX,Active
300326.XSHE,凯利泰,Normal,801150.INDX,Active
002118.XSHE,紫鑫药业,Normal,801150.INDX,Active
000061.XSHE,农产品,Normal,801200.INDX,Active
300462.XSHE,华铭智能,Normal,801750.INDX,Active
600392.XSHG,盛和资源,Normal,801050.INDX,Active
600527.XSHG,江南高纤,Normal,801030.INDX,Active
300681.XSHE,英搏尔,Normal,801880.INDX,Active
600567.XSHG,山鹰纸业,Normal,801140.INDX,Active
603023.XSHG,威帝股份,Normal,801880.INDX,Active
600758.XSHG,红阳能源,Normal,801020.INDX,Active
600031.XSHG,三一重工,Normal,801890.INDX,Active
603536.XSHG,惠发股份,Normal,801120.INDX,Active
600006.XSHG,东风汽车,Normal,801880.INDX,Active
300097.XSHE,智云股份,Normal,801890.INDX,Active
600591.XSHG,*ST上航,StarST,,Delisted
603178.XSHG,圣龙股份,Normal,801880.INDX,Active
600891.XSHG,秋林集团,Normal,801140.INDX,Active
002121.XSHE,科陆电子,Normal,801730.INDX,Active
600366.XSHG,宁波韵升,Normal,801050.INDX,Active
300508.XSHE,维宏股份,Normal,801750.INDX,Active
603885.XSHG,吉祥航空,Normal,801170.INDX,Active
000933.XSHE,神火股份,Normal,801050.INDX,Active
300391.XSHE,康跃科技,Normal,801890.INDX,Active
000736.XSHE,中交地产,Normal,801180.INDX,Active
300069.XSHE,金利华电,Normal,801730.INDX,Active
300520.XSHE,科大国创,Normal,801750.INDX,Active
300070.XSHE,碧水源,Normal,801160.INDX,Active
600646.XSHG,ST国嘉,ST,,Delisted
300502.XSHE,新易盛,Normal,801770.INDX,Active
002591.XSHE,恒大高新,Normal,801760.INDX,Active
002317.XSHE,众生药业,Normal,801150.INDX,Active
002717.XSHE,岭南股份,Normal,801720.INDX,Active
600149.XSHG,ST坊展,ST,801230.INDX,Active
600131.XSHG,岷江水电,Normal,801160.INDX,Active
600388.XSHG,龙净环保,Normal,801890.INDX,Active
600110.XSHG,诺德股份,Normal,801080.INDX,Active
600372.XSHG,中航电子,Normal,801740.INDX,Active
300702.XSHE,天宇股份,Normal,801150.INDX,Active
600102.XSHG,莱钢股份,Normal,,Delisted
002708.XSHE,光洋股份,Normal,801880.INDX,Active
000005.XSHE,世纪星源,Normal,801160.INDX,Active
600739.XSHG,辽宁成大,Normal,801200.INDX,Active
600857.XSHG,宁波中百,Normal,801200.INDX,Active
000561.XSHE,烽火电子,Normal,801770.INDX,Active
300597.XSHE,吉大通信,Normal,801770.INDX,Active
603496.XSHG,恒为科技,Normal,801750.INDX,Active
603538.XSHG,美诺华,Normal,801150.INDX,Active
601717.XSHG,郑煤机,Normal,801890.INDX,Active
002448.XSHE,中原内配,Normal,801880.INDX,Active
002225.XSHE,濮耐股份,Normal,801710.INDX,Active
600265.XSHG,ST景谷,ST,801010.INDX,Active
002890.XSHE,弘宇股份,Normal,801890.INDX,Active
600827.XSHG,百联股份,Normal,801200.INDX,Active
000518.XSHE,四环生物,Normal,801150.INDX,Active
000877.XSHE,天山股份,Normal,801710.INDX,Active
300334.XSHE,津膜科技,Normal,801160.INDX,Active
601058.XSHG,赛轮金宇,Normal,801030.INDX,Active
600201.XSHG,生物股份,Normal,801010.INDX,Active
002815.XSHE,崇达技术,Normal,801080.INDX,Active
002231.XSHE,奥维通信,Normal,801770.INDX,Active
300519.XSHE,新光药业,Normal,801150.INDX,Active
000422.XSHE,*ST宜化,StarST,801030.INDX,Active
600232.XSHG,金鹰股份,Normal,801130.INDX,Active
300719.XSHE,安达维尔,Normal,801740.INDX,Active
300737.XSHE,科顺股份,Normal,801710.INDX,Active
000751.XSHE,锌业股份,Normal,801050.INDX,Active
002233.XSHE,塔牌集团,Normal,801710.INDX,Active
600272.XSHG,开开实业,Normal,801150.INDX,Active
300131.XSHE,英唐智控,Normal,801080.INDX,Active
600230.XSHG,沧州大化,Normal,801030.INDX,Active
300631.XSHE,久吾高科,Normal,801160.INDX,Active
000909.XSHE,数源科技,Normal,801180.INDX,Active
600336.XSHG,澳柯玛,Normal,801110.INDX,Active
601117.XSHG,中国化学,Normal,801720.INDX,Active
300364.XSHE,中文在线,Normal,801760.INDX,Active
002691.XSHE,冀凯股份,Normal,801890.INDX,Active
603188.XSHG,亚邦股份,Normal,801030.INDX,Active
300422.XSHE,博世科,Normal,801160.INDX,Active
002112.XSHE,三变科技,Normal,801730.INDX,Active
300569.XSHE,天能重工,Normal,801730.INDX,Active
002138.XSHE,顺络电子,Normal,801080.INDX,Active
000707.XSHE,*ST双环,StarST,801030.INDX,Active
002885.XSHE,京泉华,Normal,801080.INDX,Active
300324.XSHE,旋极信息,Normal,801750.INDX,Active
300098.XSHE,高新兴,Normal,801770.INDX,Active
603650.XSHG,彤程新材,Normal,801030.INDX,Active
600662.XSHG,强生控股,Normal,801170.INDX,Active
600579.XSHG,天华院,Normal,801890.INDX,Active
002285.XSHE,世联行,Normal,801180.INDX,Active
600259.XSHG,广晟有色,Normal,801050.INDX,Active
300396.XSHE,迪瑞医疗,Normal,801150.INDX,Active
601908.XSHG,京运通,Normal,801730.INDX,Active
300572.XSHE,安车检测,Normal,801890.INDX,Active
600872.XSHG,中炬高新,Normal,801120.INDX,Active
002507.XSHE,涪陵榨菜,Normal,801120.INDX,Active
600712.XSHG,南宁百货,Normal,801200.INDX,Active
600362.XSHG,江西铜业,Normal,801050.INDX,Active
000504.XSHE,南华生物,Normal,801760.INDX,Active
300146.XSHE,汤臣倍健,Normal,801120.INDX,Active
002145.XSHE,中核钛白,Normal,801030.INDX,Active
603041.XSHG,美思德,Normal,801030.INDX,Active
300206.XSHE,理邦仪器,Normal,801150.INDX,Active
000510.XSHE,金路集团,Normal,801030.INDX,Active
002555.XSHE,三七互娱,Normal,801760.INDX,Active
300047.XSHE,天源迪科,Normal,801750.INDX,Active
600622.XSHG,光大嘉宝,Normal,801180.INDX,Active
000066.XSHE,中国长城,Normal,801750.INDX,Active
300052.XSHE,中青宝,Normal,801760.INDX,Active
600590.XSHG,泰豪科技,Normal,801730.INDX,Active
002523.XSHE,天桥起重,Normal,801890.INDX,Active
000037.XSHE,深南电A,Normal,801160.INDX,Active
000410.XSHE,沈阳机床,Normal,801890.INDX,Active
002514.XSHE,宝馨科技,Normal,801890.INDX,Active
000735.XSHE,罗牛山,Normal,801010.INDX,Active
600984.XSHG,建设机械,Normal,801890.INDX,Active
600165.XSHG,新日恒力,Normal,801890.INDX,Active
002901.XSHE,大博医疗,Normal,801150.INDX,Active
000880.XSHE,潍柴重机,Normal,801890.INDX,Active
600755.XSHG,厦门国贸,Normal,801200.INDX,Active
000973.XSHE,佛塑科技,Normal,801030.INDX,Active
300389.XSHE,艾比森,Normal,801080.INDX,Active
002335.XSHE,科华恒盛,Normal,801730.INDX,Active
600216.XSHG,浙江医药,Normal,801150.INDX,Active
600581.XSHG,八一钢铁,Normal,801040.INDX,Active
002361.XSHE,神剑股份,Normal,801030.INDX,Active
600163.XSHG,中闽能源,Normal,801160.INDX,Active
300423.XSHE,鲁亿通,Normal,801730.INDX,Active
000428.XSHE,华天酒店,Normal,801210.INDX,Active
600887.XSHG,伊利股份,Normal,801120.INDX,Active
603360.XSHG,百傲化学,Normal,801030.INDX,Active
300017.XSHE,网宿科技,Normal,801770.INDX,Active
002751.XSHE,易尚展示,Normal,801140.INDX,Active
002424.XSHE,贵州百灵,Normal,801150.INDX,Active
002780.XSHE,三夫户外,Normal,801130.INDX,Active
002012.XSHE,凯恩股份,Normal,801140.INDX,Active
300118.XSHE,东方日升,Normal,801730.INDX,Active
300639.XSHE,凯普生物,Normal,801150.INDX,Active
600815.XSHG,厦工股份,Normal,801890.INDX,Active
000417.XSHE,合肥百货,Normal,801200.INDX,Active
002628.XSHE,成都路桥,Normal,801720.INDX,Active
002329.XSHE,皇氏集团,Normal,801120.INDX,Active
600082.XSHG,海泰发展,Normal,801230.INDX,Active
600475.XSHG,华光股份,Normal,801730.INDX,Active
603936.XSHG,博敏电子,Normal,801080.INDX,Active
603683.XSHG,晶华新材,Normal,801030.INDX,Active
603717.XSHG,天域生态,Normal,801720.INDX,Active
600580.XSHG,卧龙电气,Normal,801730.INDX,Active
600010.XSHG,包钢股份,Normal,801040.INDX,Active
300190.XSHE,维尔利,Normal,801160.INDX,Active
600526.XSHG,菲达环保,Normal,801890.INDX,Active
000419.XSHE,通程控股,Normal,801200.INDX,Active
000965.XSHE,天保基建,Normal,801180.INDX,Active
300583.XSHE,赛托生物,Normal,801150.INDX,Active
002594.XSHE,比亚迪,Normal,801880.INDX,Active
000863.XSHE,三湘印象,Normal,801210.INDX,Active
601231.XSHG,环旭电子,Normal,801080.INDX,Active
601555.XSHG,东吴证券,Normal,801790.INDX,Active
000562.XSHE,宏源证券,Normal,,Delisted
300350.XSHE,华鹏飞,Normal,801170.INDX,Active
600737.XSHG,中粮糖业,Normal,801010.INDX,Active
600215.XSHG,长春经开,Normal,801180.INDX,Active
002105.XSHE,信隆健康,Normal,801880.INDX,Active
603798.XSHG,康普顿,Normal,801030.INDX,Active
002723.XSHE,金莱特,Normal,801110.INDX,Active
300441.XSHE,鲍斯股份,Normal,801890.INDX,Active
300705.XSHE,九典制药,Normal,801150.INDX,Active
300232.XSHE,洲明科技,Normal,801080.INDX,Active
600654.XSHG,ST中安,ST,801750.INDX,Active
000931.XSHE,中关村,Normal,801230.INDX,Active
000936.XSHE,华西股份,Normal,801030.INDX,Active
603507.XSHG,振江股份,Normal,801730.INDX,Active
601882.XSHG,海天精工,Normal,801890.INDX,Active
603660.XSHG,苏州科达,Normal,801750.INDX,Active
600569.XSHG,安阳钢铁,Normal,801040.INDX,Active
002839.XSHE,张家港行,Normal,801780.INDX,Active
603299.XSHG,井神股份,Normal,801030.INDX,Active
002195.XSHE,二三四五,Normal,801750.INDX,Active
300446.XSHE,乐凯新材,Normal,801030.INDX,Active
603929.XSHG,亚翔集成,Normal,801720.INDX,Active
000788.XSHE,北大医药,Normal,801150.INDX,Active
002064.XSHE,华峰氨纶,Normal,801030.INDX,Active
600772.XSHG,S*ST龙昌,StarST,,Delisted
600866.XSHG,星湖科技,Normal,801120.INDX,Active
601888.XSHG,中国国旅,Normal,801210.INDX,Active
002398.XSHE,建研集团,Normal,801710.INDX,Active
601991.XSHG,大唐发电,Normal,801160.INDX,Active
002372.XSHE,伟星新材,Normal,801710.INDX,Active
600598.XSHG,北大荒,Normal,801010.INDX,Active
002602.XSHE,世纪华通,Normal,801760.INDX,Active
600680.XSHG,*ST上普,StarST,801770.INDX,TemporarySuspended
002022.XSHE,科华生物,Normal,801150.INDX,Active
601218.XSHG,吉鑫科技,Normal,801730.INDX,Active
600178.XSHG,东安动力,Normal,801880.INDX,Active
000833.XSHE,粤桂股份,Normal,801230.INDX,Active
002099.XSHE,海翔药业,Normal,801150.INDX,Active
300415.XSHE,伊之密,Normal,801890.INDX,Active
600358.XSHG,国旅联合,Normal,801210.INDX,Active
002158.XSHE,汉钟精机,Normal,801890.INDX,Active
000979.XSHE,中弘股份,Normal,801180.INDX,Active
000777.XSHE,中核科技,Normal,801890.INDX,Active
002534.XSHE,杭锅股份,Normal,801730.INDX,Active
002410.XSHE,广联达,Normal,801750.INDX,Active
000046.XSHE,泛海控股,Normal,801180.INDX,Active
000581.XSHE,威孚高科,Normal,801880.INDX,Active
002648.XSHE,卫星石化,Normal,801030.INDX,Active
603380.XSHG,易德龙,Normal,801080.INDX,Active
002456.XSHE,欧菲科技,Normal,801080.INDX,Active
000827.XSHE,*ST长兴,StarST,,Delisted
002786.XSHE,银宝山新,Normal,801890.INDX,Active
000551.XSHE,创元科技,Normal,801890.INDX,Active
300733.XSHE,西菱动力,Normal,801880.INDX,Active
300720.XSHE,海川智能,Normal,801890.INDX,Active
300602.XSHE,飞荣达,Normal,801080.INDX,Active
603118.XSHG,共进股份,Normal,801770.INDX,Active
300512.XSHE,中亚股份,Normal,801890.INDX,Active
603595.XSHG,东尼电子,Normal,801080.INDX,Active
000819.XSHE,岳阳兴长,Normal,801030.INDX,Active
002007.XSHE,华兰生物,Normal,801150.INDX,Active
000783.XSHE,长江证券,Normal,801790.INDX,Active
000897.XSHE,津滨发展,Normal,801180.INDX,Active
002801.XSHE,微光股份,Normal,801730.INDX,Active
000856.XSHE,冀东装备,Normal,801890.INDX,Active
600079.XSHG,人福医药,Normal,801150.INDX,Active
002238.XSHE,天威视讯,Normal,801760.INDX,Active
300528.XSHE,幸福蓝海,Normal,801760.INDX,Active
601600.XSHG,中国铝业,Normal,801050.INDX,Active
002180.XSHE,纳思达,Normal,801080.INDX,Active
600604.XSHG,市北高新,Normal,801180.INDX,Active
600127.XSHG,金健米业,Normal,801010.INDX,Active
002869.XSHE,金溢科技,Normal,801750.INDX,Active
300325.XSHE,德威新材,Normal,801030.INDX,Active
300010.XSHE,立思辰,Normal,801750.INDX,Active
000663.XSHE,永安林业,Normal,801140.INDX,Active
300100.XSHE,双林股份,Normal,801880.INDX,Active
002209.XSHE,达意隆,Normal,801890.INDX,Active
002336.XSHE,人人乐,Normal,801200.INDX,Active
002404.XSHE,嘉欣丝绸,Normal,801130.INDX,Active
002608.XSHE,江苏国信,Normal,801160.INDX,Active
300474.XSHE,景嘉微,Normal,801740.INDX,Active
000713.XSHE,丰乐种业,Normal,801010.INDX,Active
002461.XSHE,珠江啤酒,Normal,801120.INDX,Active
603039.XSHG,泛微网络,Normal,801750.INDX,Active
000680.XSHE,山推股份,Normal,801890.INDX,Active
300026.XSHE,红日药业,Normal,801150.INDX,Active
002524.XSHE,光正集团,Normal,801160.INDX,Active
600882.XSHG,广泽股份,Normal,801120.INDX,Active
603966.XSHG,法兰泰克,Normal,801890.INDX,Active
000638.XSHE,万方发展,Normal,801230.INDX,Active
002494.XSHE,华斯股份,Normal,801130.INDX,Active
600126.XSHG,杭钢股份,Normal,801040.INDX,Active
002259.XSHE,升达林业,Normal,801160.INDX,Active
601928.XSHG,凤凰传媒,Normal,801760.INDX,Active
002862.XSHE,实丰文化,Normal,801140.INDX,Active
300393.XSHE,中来股份,Normal,801730.INDX,Active
300567.XSHE,精测电子,Normal,801890.INDX,Active
300149.XSHE,量子生物,Normal,801010.INDX,Active
603100.XSHG,川仪股份,Normal,801730.INDX,Active
000968.XSHE,蓝焰控股,Normal,801020.INDX,Active
600050.XSHG,中国联通,Normal,801770.INDX,Active
600338.XSHG,西藏珠峰,Normal,801050.INDX,Active
600550.XSHG,保变电气,Normal,801730.INDX,Active
601519.XSHG,大智慧,Normal,801750.INDX,Active
000016.XSHE,深康佳A,Normal,801110.INDX,Active
600689.XSHG,上海三毛,Normal,801130.INDX,Active
000026.XSHE,飞亚达A,Normal,801140.INDX,Active
600422.XSHG,昆药集团,Normal,801150.INDX,Active
600292.XSHG,远达环保,Normal,801160.INDX,Active
002493.XSHE,荣盛石化,Normal,801030.INDX,Active
300698.XSHE,万马科技,Normal,801770.INDX,Active
300486.XSHE,东杰智能,Normal,801890.INDX,Active
300304.XSHE,云意电气,Normal,801880.INDX,Active
300713.XSHE,英可瑞,Normal,801730.INDX,Active
002769.XSHE,普路通,Normal,801170.INDX,Active
002539.XSHE,云图控股,Normal,801030.INDX,Active
603056.XSHG,德邦股份,Normal,801170.INDX,Active
300650.XSHE,太龙照明,Normal,801080.INDX,Active
600203.XSHG,福日电子,Normal,801080.INDX,Active
002006.XSHE,精功科技,Normal,801890.INDX,Active
002016.XSHE,世荣兆业,Normal,801180.INDX,Active
600278.XSHG,东方创业,Normal,801200.INDX,Active
002919.XSHE,名臣健康,Normal,801030.INDX,Active
002473.XSHE,*ST圣莱,StarST,801110.INDX,Active
000990.XSHE,诚志股份,Normal,801030.INDX,Active
603920.XSHG,世运电路,Normal,801080.INDX,Active
002103.XSHE,广博股份,Normal,801760.INDX,Active
603016.XSHG,新宏泰,Normal,801730.INDX,Active
600446.XSHG,金证股份,Normal,801750.INDX,Active
600117.XSHG,西宁特钢,Normal,801040.INDX,Active
300401.XSHE,花园生物,Normal,801150.INDX,Active
300121.XSHE,阳谷华泰,Normal,801030.INDX,Active
603906.XSHG,龙蟠科技,Normal,801030.INDX,Active
600881.XSHG,亚泰集团,Normal,801710.INDX,Active
603825.XSHG,华扬联众,Normal,801760.INDX,Active
000955.XSHE,欣龙控股,Normal,801130.INDX,Active
002306.XSHE,*ST云网,StarST,801210.INDX,Active
000498.XSHE,山东路桥,Normal,801720.INDX,Active
600298.XSHG,安琪酵母,Normal,801010.INDX,Active
601636.XSHG,旗滨集团,Normal,801710.INDX,Active
600892.XSHG,大晟文化,Normal,801760.INDX,Active
300429.XSHE,强力新材,Normal,801030.INDX,Active
600678.XSHG,四川金顶,Normal,801710.INDX,Active
002790.XSHE,瑞尔特,Normal,801140.INDX,Active
600601.XSHG,方正科技,Normal,801750.INDX,Active
002642.XSHE,荣之联,Normal,801750.INDX,Active
002063.XSHE,远光软件,Normal,801750.INDX,Active
600723.XSHG,首商股份,Normal,801200.INDX,Active
002792.XSHE,通宇通讯,Normal,801770.INDX,Active
300493.XSHE,润欣科技,Normal,801080.INDX,Active
600824.XSHG,益民集团,Normal,801200.INDX,Active
000725.XSHE,京东方A,Normal,801080.INDX,Active
603105.XSHG,芯能科技,Normal,801730.INDX,Active
300328.XSHE,宜安科技,Normal,801050.INDX,Active
600136.XSHG,当代明诚,Normal,801760.INDX,Active
300236.XSHE,上海新阳,Normal,801030.INDX,Active
601869.XSHG,长飞光纤,Normal,801770.INDX,Active
300078.XSHE,思创医惠,Normal,801080.INDX,Active
002080.XSHE,中材科技,Normal,801030.INDX,Active
000528.XSHE,柳工,Normal,801890.INDX,Active
